,Date,User,Tweet
107,2022-01-24 18:15:54+00:00,moira228,"#antivaxxers I know it's wrong but watching the anti-vaxxers in DC this weekend, all I could think is they will probably all end up with Covid and I didn't feel ANY SYJMPATHY FOR THEM AT ALL.  In fact, all I felt was my usual rage and disgust."
108,2022-01-24 14:29:33+00:00,Pat_Lewis360,@MattGertz It’s ironic that the anti-vaxxers (my body my choice) and forced birthers  (your body my choice) descended on DC the same weekend. #reproductivejustice #antivaxxers
109,2022-01-23 18:53:31+00:00,missinmycomfort,"The fact that there is an antivaccine rally in DC today tells me once again that we are not in this together🙄. If only cable news would refrain from covering it. 
#CovidVaccine #Omicron #Covid19 @MSNBC @CNN"
110,2022-01-23 18:52:01+00:00,EcoSexuality,"Antisemitism is not just the subtext of the antivaxx rally in DC, the Jew-hating conspiracies are loud and clear, front and center, down to the yellow stars worn by the vile morons in attendance #antivaxxers"
111,2022-01-23 17:42:18+00:00,DrPaulaWhiteman,"Anti-vaxx, anti-maskers in W.DC.: “We will fight these mandates until our last breath!”

#COVID19 : “That can be arranged 🦠”"
112,2022-01-23 16:19:29+00:00,Iz_Here,"Today's #antivaxxer #superspreader event in #DC is expected to endanger at least hundreds of #1stresponders but, ultimately, reduce the number of #antivaxxers after 6-12 weeks.

#Darwin works both sides of the street."
113,2022-01-23 00:52:51+00:00,AriesaSandino,"I requested pictures taken and names written down of those attending the #defeatthemandatesDC #DefeatTheMandates rally in DC! I don’t want to troll them! My daughters are seeking employment, and I’m sure some positions will open sooner than expected!

#COVID19"
114,2022-01-22 17:26:05+00:00,DrJenHo,"864k people have died of #COVID19 in the US by official count. The pop of San Francisco is roughly 875k. Boston, Seattle, Denver, and DC have pop less than 864k--imagine if those cities just disappeared. And 864k is a conservative # and doesn't count collateral deaths."
115,2022-01-22 12:47:54+00:00,TruthWins22,"#antivaxxers are marching in DC today.  

Just wondering if this is the same #AntiAbortion group who marched yesterday in front of the SCOTUS for March for Life?

Their radical right ideology is hypocrisy beyond words!"
116,2022-01-22 04:51:48+00:00,ThereseMary76,"@margie_strike @Dana78743884 As a Missourian, please don’t lump us all together w/ #MAGA &amp; #AntiVaxxers. #StL &amp; #KC comprise almost 1/2 the population of MO &amp; are Democratic strongholds. Our Governor &amp; Senators are trash but we also sent Cori Bush &amp; Emanuel Cleaver to DC &amp; We still have a mask mandate in STL"
117,2022-01-21 10:53:40+00:00,DC_Gurugram,The event will be celebrated virtually due to the #COVID19 pandemic.
118,2022-01-19 09:37:02+00:00,hsprashant26,"I really appreciate initiatives from Health Dept. GGN, Dr. taking follow up on daily basis, since I reported COVID +. Very thankful the way they are taking care of over phone calls, assuring for all possible help if needed. #COVID19 @DC_Gurugram @anilvijminister"
119,2022-01-17 18:55:16+00:00,nipperdawg,"there is a huge gay ""event"" that happens on MLK weekend in DC that is usually packed. Major vendors and clubs have pulled out because of #COVID19 . Im seeing pics on crowd size and its way down."
120,2022-01-17 14:55:34+00:00,TheLawyerCraig,"US #Covid19 ICUs are starting to feel like a plateau. The range this last week (50 states + DC) was pretty flat: 24,997 to 25,482. Today is 25,305.

Delta peak was 26,015 (on 9/7).

Last winter's peak was 28,821 (on 1/12)."
121,2022-01-16 15:51:21+00:00,TheDaveWeinbaum,In #DC you need proof of #Vaccine to go to a bathroom. If you are found to not cooperate with Vax mandates in Wash State you can be incarcerated for up to a year. The DOJ has a new program to find and prosecute #DomesticTerrorism AKA #Trump #supporters You OK with this?
122,2022-01-15 16:57:13+00:00,lvera50,"La #Goic debe ser expulsada de la DC, ahora.
Piñera debe renunciar
Chile amenazado por sinvergüenzas 
#ConvencionConstitucional 
#COVID19"
123,2022-01-15 15:41:11+00:00,GauravNagaon,"@himantabiswa Okay. If there was an unfortunate security lapse today, the same Deputy Commissioner (DC) would have been blamed.

To ""shout"" at an IAS officer in public light somehow sounds otherwise, Sir. The Superintendent of Police (SP) is down with #COVID19 though. Now a burning topic. 🤞"
124,2022-01-15 15:26:51+00:00,GauravNagaon,"Nagaon DC scolded by CM today. Now a hot topic. Headlines tomorrow likely. Interesting.

CM had called for SP. Who is in isolation for he is #COVID19 positive. Might have seen on-road protests if Anand Mishra was ""humiliated"" this way! So much over VIP-VVIP culture. Okay. ☔"
125,2022-01-15 15:06:08+00:00,carin__fischer,"Great! @MayorBowser 

District Vaccine Requirement Goes Into Effect Today, DC Health Encourages Residents to Get Vaccinated and Boosted! 

~ Food and Drink Establishments
~ Entertainment Venues and Nightclubs
~ Gym and Fitness Facilities
~ Conference and Meeting Spaces

#COVID19"
126,2022-01-15 01:17:54+00:00,BraunKen,"In the last month I have visited and socialized in South Florida and DC. It’s too easy to argue we’re becoming two different people. More precisely, we may be branching off into different species. 

Just two years to flatten the curve. #FlattenTheCurve #COVID19"
127,2022-01-14 19:32:21+00:00,ProfJaggers,All of my fiends in DC at @SSWRorg please enjoy yourself and be cautious. #COVID19
128,2022-01-13 20:40:50+00:00,BroyleTim,"@pwmct1241 @Craig_A_Spencer SCOTUS justices can hide in their marbles halls and ornate offices in the SCOTUS building of 1 First Street in Washington DC and behind their formalism in their opinions, but average workers cannot hide from increased risk of #Covid19 from unvaccinated coworkers."
129,2022-01-13 17:27:45+00:00,V4DC2,"@axios @axios info graphic, showing DC #COVID19 pandemic infection rates are the only US state where rates are dropping,

but prior highest spike in DC helps prove need for #DCstatehood &amp; end of tyranny over DC.
#DCstatehoodNews"
130,2022-01-12 12:12:47+00:00,dc_morel,"Et restez prudents 
#gestesbarriere
#aération 
#masques
On vit tous à peu près normalement 
L'année dernière à la même date on était sous couvre-feu et tout les lieux de loisirs et restaurants étaient fermés
La #vaccination est efficace contre les formes graves
Protégeons nous"
131,2022-01-12 02:10:43+00:00,CPTDoomDC,"@leahmcelrath DC dropped to 8% positivity today, amid the early signs of a significant drop in cases (fingers crossed). NY and Boston showing similar signs. We may be on the cusp of seeing exactly the impact of high #vaccination rates with something as infectious as omicron."
132,2022-01-11 06:31:45+00:00,quaynurse,"Je découvre le #colloquedelahonte . Donc, le grand danger pour la population française c'est ""le wokisme"" et ""les études de genre"", dc qu'on parle de l'impact de la colonisation et l'écriture inclusive? MAIS VOUS SAVEZ QU'ON VIT UNE P...DE PANDEMIE #COVID19 ?
Concentrez-vous non?"
133,2022-01-11 03:35:00+00:00,sqwabb,@Cecchini_DC @kcorr54 Gosh. Thank you #COVID19! Thank you very much!
134,2022-01-11 00:23:27+00:00,FriarDale,"Look down, O Lord, from your heavenly throne, and illumine this night with your celestial brightness; that by night as by day your people may glorify your holy Name; through Jesus Christ our Lord.

#Pray 4 the world
#USA #COVID19  #homeless #DC #NYC #uk #Cuba #Australia #France"
135,2022-01-10 13:02:11+00:00,gaurav5155,"Gurugram. On Monday, the Health Department identified 2374 newly infected patients. The figure of active patients in the district reached 9913. One infected patient also died in the last 24 hours. @DC_Gurugram @cmohry @anilvijminister 
#Gurgaon #Gurugram #COVID19"
136,2022-01-10 09:47:45+00:00,rebelliousdogra,"32 new cases from DC Office #Jammu. Those in charge of enforcing
#COVID19 Protocol/ SOPs aren't following Protocol/ SOPs Themselves!"
137,2022-01-09 21:49:55+00:00,dermatophyte,"Private school in my town has taken 6th grade to Boston, 7th grade to DC, and 8th grade to NYC for decades.  Has cancelled all trips this year not due to #COVID19 but #VaccinePassports… these cities and states lose millions of visitors and don’t even realize the ruin they bring"
138,2022-01-09 20:44:08+00:00,ajturner,"DC has been great at providing #COVID19 testing. 

But I cannot understand why @DCPL intentionally doesn’t hand-out rapid antigen tests on Sundays before kids head back to school. Every other day, sure, just not on Sundays?!

@charlesallen @DCPSChancellor"
139,2022-01-08 19:29:43+00:00,BlatnerGretta,"Very impressed by the ease of picking up rapid #COVID19 tests in SWDC, thank you @_DCHealth and @charlesallen for bringing these to SWDC.  No lines and very easy.  A resource for the citizens of DC to know their contagiousness status to protect others and save lives."
140,2022-01-07 21:16:22+00:00,myrabatchelder,"Anyone who thinks all the horrible #Covid19 national policy decisions are coming solely from Walensky doesn't understand how DC works. 

Look at Jeffrey Zients and White House. #ZientsMustGo"
141,2022-01-06 19:39:32+00:00,parnellwrites,"Wealthy #Republican #DC debutantes who brag about their no-#vaccination status probably aren't the best advisors for reaching those much-talked-about working class white voters; many are vaxxed, of necessity. Easy to talk about leaving a job when you have lots of $$ &amp; no kids. 😉"
142,2022-01-06 12:48:24+00:00,gaurav5155,Big explosion of #COVID19  in #Gurugram  on Thursday. The Health Department identified 1447 new infected. The number of active patients in the district reached 4220. 28 infected patients are being treated in the hospital. @Live_Hindustan @DC_Gurugram @cmohry #Gurgaon
143,2022-01-05 23:38:44+00:00,FriarDale,"Visit this place, O Lord, &amp; drive far from it all snares of the enemy; let your holy angels dwell with us to preserve us in peace; &amp; let your blessing be upon us always...
#Jesus 
#pray 4 #Fatima #Ethiopia  #USA #WINTER #homeless #COVID19 #uk #London #DC #NYC #Cuba #Italy #Iran"
144,2022-01-05 05:57:40+00:00,MinipouceLyon,"@yjadot @LCI NON vous ne pouvez pas dire que #Macron se fiche de la vie des gens
Si c'était le cas il n'insisterait pas sur la #Vaccination en mettant en place un #PassVaccinal et laisserait dc les #NonVaccinés prendre des risques évitables avec le #Vaccin"
145,2022-01-04 16:38:37+00:00,grahamnichol,"Live in #NY #NJ #DC #PR #USVI #DE #MA #FL #MD #RI or #US?
Symptoms of acute COVID or #SARSCoV2 infection? 
Positive or negative test for #COVID19? 
Get paid to help us learn about #longcovid by joining us at ⁦
@covidINSPIRE"
146,2022-01-04 14:59:48+00:00,303Gonzo,"Nearly 2 years into #COVID19 &amp; we still have issues finding teachers?

Parent(s) unable to find/afford daycare

Business have signs in windows, closed no help, min.wage $15.87

Colleges forcing Full pay tuitions yet teach online

DC we have a problem &amp; it ain’t your football team"
147,2022-01-04 09:01:12+00:00,Swoopy,"Consider that all sectors are lacking employees because of #COVID19 overwhelming all systems. Some of the many stuck in snow on DC metro roadways will die - they can’t get rescued or plowed out. Because we didn’t mandate vaccines or lock down, we will come to a standstill anyway."
148,2022-01-04 07:32:51+00:00,TWMCLtd,"In #USA overnight over 426,000 new #Covid19 infections even without updates from #Florida and 5 other states.

The headlines made by #Texas with a big new state record of over 56,000 while #DC also set a new all time high of over 9k for the last 3 days."
149,2022-01-04 06:47:08+00:00,dc_morel,"On s'en fout que vous aimiez Macron ou pas, que vous soyez de droite, de gauche ou abstentionnistes, la #vaccination protège des formes graves et protège ceux que vous côtoyez qui peuvent être immunodeprimés ( + de 300 000 concitoyens)
#VaccinezVous"
150,2022-01-03 23:55:49+00:00,_JustinPorter,"Given the incredible public health risk of #covid19, @NASEMTRB not offering a virtual option for a conference with thousands of global attendees is short-sighted, reckless, and arguably dangerous. What’s more, there’s no refund policy as cases begin to surge in DC &amp; the US.#TRBAM"
151,2022-01-03 14:40:02+00:00,MakeseMotley,"I can't help but wonder if this Washington, DC/east coast snowstorm might actually help with the post holiday Covid-19/Omicron outbreak. Less people moving around and interacting. Am I wrong public health twitter? #COVID19 #Omicron"
152,2022-01-03 01:18:58+00:00,RebeccaREvans,Cringing watching this @ChiPubSchools recklessness unfold. My daughter’s school in #DC planned early in the break to delay an in-person return to Wednesday 1/5 so everyone can show proof of a negative #COVID19 test that must not be taken any earlier than 1/3 or 1/4.
153,2022-01-02 16:13:26+00:00,DCHHS,"Due to freezing temperatures and strong winds, the vaccination site @fairpark is closed today. The drive-thru site @eastfield_dc reopens this Tues-Sat from 10 am - 5:45 pm. We’ll administer all #COVID19 doses 💉. Enter via La Padra Ave."
154,2021-12-30 20:54:16+00:00,AaronImholte,In DC you need a photo ID to get a #COVID19 at home test. Why is DC so racist?
155,2021-12-30 18:13:35+00:00,keshab_mahanta,"In the evening, chaired a meeting with the officials of #KamrupMetro &amp; #Kamrup districts' admin at @nhm_assam and directed to ensure all necessary arrangements are made ahead of the #vaccine campaign. DC @DCKamrupMetro and MD NHM were also present in the meeting. 3/3"
156,2021-12-30 17:56:51+00:00,shambhunath1993,#झारखंड में आज #कोरोना के 482 नए मामले मिले हैं। इनमें 246 अकेले रांची से हैं। @DC_Ranchi ने 4 #कोविड अस्पतालों को तत्काल शुरू करने के आदेश दिए हैं। साथ ही कोविड वार्ड में ड्यूटी करने से बहानेबाजी करने वाले डॉक्टरों पर भी कार्रवाई की बात कही गयी है। #COVID19 #coronavirus #Ranchi
157,2021-12-30 10:36:06+00:00,JeanLeonetti,"Précisions concernant les patients #COVID19 à l’@hopitalAntibes transmises ce jour
-Malades en réanimation 8
Age moyen:58 ans(32 à 71 ans)
non vaccinés :6 vaccinés  :2 patients immunodeprimes
-Malades hospitalisés :29
Age moyen:73 ans (43 a 98 ans)
non vaccinés 24
DC 1(95 ans)"
158,2021-12-30 06:00:03+00:00,singletary,@parent_in_dc @WorriedparentDC @DCPSChancellor @MayorBowser @DrLNesbitt How could we expect anything else from the “we’re relying on the private sector” for child #COVID19 vaccines administration? There is no such thing as a plan in the @MayorBowser admin. I swear they just watch Twitter and half heartedly try whatever we complain about.
159,2021-12-30 00:03:32+00:00,carmellad,@AACoExec @AAHealth @GovLarryHogan @AACoExec Covid rates breaking records but you still have no mask mandate. Follow what is going on in NY and DC . Hospital Association has asked Governor to declare a state of emergency. What are you waiting for?? #maryland #COVID19
160,2021-12-28 23:38:26+00:00,FriarDale,"Night Prayer:
The Lord is my light, my salvation; whom shall I fear? The Lord is the refuge of my life; of whom shall I be afraid? In the shadow of Your wings I will sing Your praises,..
#pray 4 #USA #COVID19 #Niger #Belarus #Poland #Chile #Austria #uk #Haiti #DC #NYC #Atlanta"
161,2021-12-28 21:26:09+00:00,corrcomm,"“Okay, so the #vaccine doesn’t really stop transmission and you’re probably not infected with anything, but you still can’t come in and have dinner. Your #vaccinated, untested friends can though.” 

The Life of an #Unvaccinated Person in Seattle/NYC/DC/LA/Boston/Chicago"
162,2021-12-28 20:50:05+00:00,KrishnaKumariMD,The level of no mask wearing in my trip outside of my DC bubble is disheartening. America is clearly a nation full of selfish people which I know is not really a news flash but saddens me nonetheless #COVID19 #StillAPandemic
163,2021-12-28 17:39:27+00:00,SegravesNBC4,Just announced: @thehamiltondc concert venue in DC postponing #NewYear2022 concert due to #COVID19 safety. @nbcwashington
164,2021-12-27 19:08:59+00:00,SegravesNBC4,"DC Police have 367 of 3,547 Sworn @DCPoliceDept &amp; cadets out of service due to #COVID19 protocols. @OUC_DC has 31 staff ( approx 10% ) out. @nbcwashington"
165,2021-12-27 19:08:58+00:00,SegravesNBC4,"DC First Responders facing staffing pressures due to #COVID19 surge. 187 members @dcfireems tested positive since Friday. Of 2,048 staff: 356 out of service. Ambulances &amp; Engines taken out of service for all or part of shifts. @nbcwashington"
166,2021-12-25 10:44:32+00:00,PANIC_in_DC,"TOP 5 #OmicronVirus SYMPTOMS:
- Sneezing
- Runny nose
- Fatigue
- Soar throat
- Headache

TOP 5 #vaccine SYMPTOMS:
- Cardiac arrest
- Myocarditis
- Blood clots
- Bell's palsy
- Death

YOU decide."
167,2021-12-23 14:02:43+00:00,EmilyG_DC,"It may be too late to fully implement some of these #COVID19 initiatives before omicron peaks. But that shouldn't stop us.

We must communicate to the public a course of action and ensure we're prepared to properly combat future regional and national case surges."
168,2021-12-23 00:26:27+00:00,smartrestartaps,"Hey #COVID19 #epitwitter — #Arlington is going to try to ride the #Omicron wave without any restrictions at this point. Across the river, #DC is limiting public spaces to vaccinated, requiring all kids to get vaxed, handing out 100,000 free rapid tests. Case study material here."
169,2021-12-22 22:23:40+00:00,whiskeybarbie,"You know that I know that you know the #MaskMandate is a thing in #DC. Don’t ask me when it started back up again. Please, just be a fucking responsible adult. #iwasntbornyesterday #maskupDC #COVID19"
170,2021-12-22 20:32:21+00:00,JasonWBiehl,"Have two tickets to see @theroots at @kencen on Sunday night. Was really excited a week ago, and now I hope it’s postponed. 😔 #DC #COVID19"
171,2021-12-22 01:12:35+00:00,karyfontaine,"@JonasAquin Another #fool from Texas #died cause he #refused to get the vaccine. BEEN dying here, before Omicrom, bc they #believe #Trump didn’t get his #vaccine before he left #DC . My whole family is convinced he didn’t get his vaccine. Saying it’s a #Democratic lie or Biden lie."
172,2021-12-21 22:05:07+00:00,JasonWBiehl,"If there was justice, there would be no in-person school in D.C. tomorrow. #COVID19 #DC #DCPS @MayorBowser @DCPSChancellor"
173,2021-12-20 23:24:37+00:00,UriksFredrik,For noen timer siden var det offisielle tallet på omicron-smittede 3% av totalt smittede her i USA. Nå er tallet 73%. De siste dagene har New York registrert flere smittede per dag enn noen gang. Her i Washington DC er det innført unntakstilstand. #COVID19
174,2021-12-20 15:16:03+00:00,JPLT59,"@DMinghella Dominic Cummings’ comment that it was impossible to get any #COVID19 planning done with Johnson in the room was devastating. (Not that DC is necessarily to be trusted, obv, but he WAS there, and  it didn’t sound like a detail you could make up…)"
175,2021-12-20 03:44:17+00:00,TheeDocHolliday,Suddenly we have an epidemic of strictly #Democrats in DC coming down with mild #COVID19 positive tests 2 days before #poopypants aka #FJBiden tells you lockdown 2.0 is now in effect.  It’s all to help push the manufactured propaganda.
176,2021-12-19 19:13:37+00:00,Alperstein_O,"In #DC and looking for take-home #COVID19 tests? Most of the CVS, Safeway etc. locations are sold out right now. But guess who isn't! DC public libraries. Yes, you read that right. Free tests. Yet another way our libraries rock! #DCPL"
177,2021-12-18 16:05:54+00:00,CrispinBurke,The line is wrapped around the block for #Covid19 testing at a mobile site near 4th and I St SW in DC.
178,2021-12-15 08:29:03+00:00,Juli_Uranga,"Working in DC has ingrained the gripping need for me to over prepare. Today’s graduation day, and I have my staffer go bag filled with make up, bobby pins, and extra PPE equipment #DC #LSE  #COVID19"
179,2021-12-14 15:41:26+00:00,helene_wpli,@carabwilliams @mercer @GoImpact_Today @guzmand @Martyncjames @DamienDavisCFA @Patricia_Energy @jalloyd4 @TheRudinGroup @SimonCocking @HeyDeanRansom @AkwyZ @CurtisSChin @GaelleMogli @LouisSerge @cherylnash2 @psb_dc @VWidge Indeed @carabwilliams ! #savings gap is worse with #COVID19 ! #financialinclusion #ESG #mercerchats
180,2021-12-12 14:34:54+00:00,DreamOn01551786,"@poi_switzerland @idrissaberkane Et de rappeler que tous les petits hôpitaux avaient intérêt à déclarer des DC Covid afin de se voir ouvrir des lignes budgétaires justifiées par la pression #COVID19
Quand tu meurs de faim et que l'on te propose un repas, tu es prêt à raconter n'importe quoi pour pouvoir manger"
181,2021-12-09 15:01:31+00:00,RosenthalHealth,"@lisabari It does feel really safe on Amtrak trains. But the operate in the corridor of Boston-NY-DC, along which most everyone believes #covid19 is real and spread prevention is a virtue."
182,2021-12-09 14:50:18+00:00,GlobalHealthOrg,"The most important thing to think about in 2022? #GHSL2021 panelists say:
- Beat #pandemic + keep leaders engaged (@BethCameron_DC )
- People. People. People. (@JustinKoonin 
- #UHC (@@toshiezoe)
- Operationalizing plans, tools &amp; orgs already in place (Andrea Wainer @AbbottNews)"
183,2021-12-08 19:39:21+00:00,joshgerstein,Cooper says he expects the chief judge’s halt of speedy trial clock due to pandemic to be extended further (now expires Dec. 15) due to #COVID19 numbers in DC. Hearing ends. We expect to get a trial date in a written order.
184,2021-12-08 19:27:42+00:00,lnprofe,"Incohérences: fils d'1 amie prof a le #COVID19, son mari et elle aussi sauf sa fille. Les 2 ont les 2 doses.Que dit l'ARS? Que sa fille peut retourner au lycée ms qu'elle devra se faire tester ds 7 jrs. Dc elle aura eu le tps de contaminer. @Ecole_Oubliee @stylos_les @ArmelleV26"
185,2021-12-06 23:13:21+00:00,Tracie_DC,"Watching Professor Dame Sarah Gilbert’s breathtaking #richarddimblebylecture. What a woman. What a staggering achievement. Thank you, thank you, thank you. #COVID19 #vaccine #CovidVaccine #Science #oxfordvaccine #astrazeneca #thankgodforexperts #professordamesarahgilbert"
186,2021-12-05 18:47:54+00:00,ElectionLawCtr,"Inner #DC suburbs: Masks everywhere,on children outside, solo car drivers, solo walkers outside, nearly everyone inside.

Outside the Belway from Lorton to #NNK, masks are rare in store, nobody wears outside.

Why????

#COVID19 #Catholic #Christian #WFT #AllCaps #covidvariant"
187,2021-12-04 23:53:00+00:00,FriarDale,"Light up the darkness, Lord! :
Lighten my darkness, Lord.
Let the light of Your presence
dispel the shadows of night.

#Pray 4 #Iran #Yemeni #Rwanda #Syria #Norway #Estonia #Finland #Chilena #London #Vietnam #Australia  #DC #USA #OmicronVariant #COVID19 
#Jesus #hope #love #peace"
188,2021-12-04 10:34:51+00:00,dc_morel,"Parce qu'elle, elle n'a pas dévissé avec le #Covid, elle a dévissé avant, quand il a fallu re-rendre la #vaccination infantile obligatoire en raison de la résurgence des épidémies de rougeole grâce au travail de sape de la politique vaccinale de Mme #Rivasi 
Donc au-delà des"
189,2021-12-01 09:20:59+00:00,V4DC2,"@JoeNBC Trumps actions to cover-up &amp; spread his own #COVID19 infection to the White House press corp with his indoor press briefing after he tested positive, was a big #FuDCpop move to genocidally spread pandemic to both journalists &amp; the much larger population in DC.
#DCstatehoodNews"
190,2021-12-01 04:15:16+00:00,sk_mlnlikes,"#Hubli #Hubballi #Spitting Market places and busy roads are littered with spit and gargling waters! In #COVID19
times it's worse. This must strictly prohibited and penalised heavily. @HdmcHubliDwd @compolhdc @DC_Dharwad @hublimandi @Hubballi_Infra @Namma_HD @Hublirailusers"
191,2021-12-01 03:00:42+00:00,TheRealStuart_,"@mjs_DC We’ve all beeen getting boosters for shots we received as babies on up…

Tetanus - just to name a readily known example.

Been to kindergarten?

You’ve been boosted.

#GetVaccinatedNow 
#GetBoosted 
#COVID19"
192,2021-11-30 16:53:38+00:00,PRDChaibasa,"#COVID19 टीका बुलेटिन,अप.6:00 बजे तक।
★टीकाकरण केंद्र-61.
★कोविड टीका के प्रथम डोज से आच्छादित लाभुक-7,02,483.
★कोविड टीका के दोनों डोज से आच्छादित लाभुक-3,23,621.
★टीका का कुल डोज-10,26,104.
★आज टीका से आच्छादित कुल लाभुक-12,532. @JharkhandCMO @prdjharkhand @DC_Chaibasa"
193,2021-11-29 17:22:33+00:00,jason_r_DC,"5 things I learned (or relearned) dealing w/ breakthrough #COVID19: 
1.) Vaccines are a miracle of science 🧪
2.) Caregivers are amazing 🤩
3.) My husband is amazing 😍
4.) #PaidLeave is a privilege &amp; it should be a right ✊
5.) Losing taste/smell is scarier than people let on😬"
194,2021-11-27 04:06:47+00:00,PRDChaibasa,"#COVID19 टीका बुलेटिन,अप.6:00 बजे तक।
★टीकाकरण केंद्र-58.
★कोविड टीका के प्रथम डोज से आच्छादित लाभुक-6,77,581.
★कोविड टीका के दोनों डोज से आच्छादित लाभुक-2,95,183.
★टीका का कुल डोज-9,72,764.
★आज टीका से आच्छादित कुल लाभुक-15,909. @JharkhandCMO @prdjharkhand @DC_Chaibasa"
195,2021-11-27 01:52:33+00:00,StefyOchoa,"Esta noche recibí mi vacuna de refuerzo contra #COVID19 #boostershot en DC. Bastó una cita ena farmacia online. 
¡Creamos en la ciencia, y vacúnense! 
🦠
Sé que la realidad es otra en Latam sin suficientes vacunas. Por ello, no bajemos la guardia y sigamos usando cubrebocas. 😷"
196,2021-11-25 15:04:34+00:00,PRDChaibasa,"#COVID19 टीका बुलेटिन,अप.6:00 बजे तक।
★टीकाकरण केंद्र-54.
★कोविड टीका के प्रथम डोज से आच्छादित लाभुक-6,72,711.
★कोविड टीका के दोनों डोज से आच्छादित लाभुक-2,89,211.
★टीका का कुल डोज-9,61,922.
★आज टीका से आच्छादित कुल लाभुक-11,391. @JharkhandCMO @prdjharkhand @DC_Chaibasa"
197,2021-11-24 16:41:58+00:00,Amitsen_TNIE,"#Dharwad @DC_Dharwad confirms that 24 students from SDM Medical college in #Dharwad have tested positive for #COVID19 and numbers are likely to increase by tomorrow.  Police to man gates to ensure strict quarantine, reports @Arunkumar_TNIE 
@NewIndianXpress @XpressBengaluru"
198,2021-11-24 14:51:40+00:00,PRDChaibasa,"#COVID19 टीका बुलेटिन,अप.6:00 बजे तक।
★टीकाकरण केंद्र-53.
★कोविड टीका के प्रथम डोज से आच्छादित लाभुक-6,67,331.
★कोविड टीका के दोनों डोज से आच्छादित लाभुक-2,82,159.
★टीका का कुल डोज-9,49,490.
★आज टीका से आच्छादित कुल लाभुक-12,454. @JharkhandCMO @prdjharkhand @DC_Chaibasa"
199,2021-11-23 16:06:12+00:00,ShellyLivingsto,"@JCBua @DrEricDing @dcmayorsoffice @MurielBowser 100% in agreement w you @JCBua!  We cancelled our Christmas Markets trip to Germany and Switzerland in December because of #COVID19 surge. I appreciated DC’s mask mandate and felt relatively safe. Alas, no more!🥵. Begging @dcmayorsoffice to reverse this dangerous decision!"
200,2021-11-23 10:47:17+00:00,dommajeur,"@taran_luimayme @le_Parisien et encore....  combien autres causes comptées #COVID19 dont #effetsindésirables #vaccination 
voir paiements stables des capitales DC par #mutuelle
idem contrats obsèques...
augmentation car la population vieillie...
nous ne vivront pas 150ans!"
201,2021-11-22 01:55:36+00:00,FriarDale,"Calm me, O Lord, as You stilled the storm. Still me, O Lord, keep me from harm. Let all the tumult within me cease. Enfold me, Lord, in Your peace.

#Pray 4 #waukesha #Ethiopia #Italy #SouthAfrica #London #uk #DC #USA #Belarus #Peru #Haiti #Australia #COVID19 
#Jesus #peace #love"
202,2021-11-20 19:45:46+00:00,PoliticsReid,"Pro tip for my DC friends: Costco has #COVID19 shots and plenty of open appointments in the coming days. Come for the boosters, stay for the hot dogs!"
203,2021-11-19 16:06:08+00:00,LooeTSSO,"Today I had my #COVID19 booster jab from @moderna_tx , Please follow @NHSuk advice about all vaccines as we enter the winter period ❄️ 💉 #protectothers #TriService @DC_Police @CornwallFRS @swasFT 🚓🚒🚑"
204,2021-11-19 12:59:34+00:00,KLev_DC,"@adamnpeck @PoPville And neighboring @MontgomeryCoMD is putting its mask mandate BACK on tomorrow after lifting it about 30 minutes ago, because transmission rates are going up again in MoCo. How long until @MayorBowser is forced by the virus to reverse course? #COVID19 #VirusesDontPlayPolitics"
205,2021-11-19 04:44:26+00:00,EmileZo37838636,"Ns sommes des millions depuis presque 2ans a ne ps avoir eu #Covid19 ou peu a l'avoir eu com 1 grippe dc immunisés naturellement.
#Macron ns aura fait subir #Confinement #Amendes #Attestations #CouvreFeu et autres ABSURDITES sans aucune preuve scientifique
Pas de😷pdt le pic 1/4"
206,2021-11-17 23:43:02+00:00,jason_r_DC,Incredibly upset that my husband’s DC school has utterly failed to protect him from #COVID19 and more importantly his students. The lack of transparency and quick action is utterly disheartening. I feel for all the teacher spouses out there.
207,2021-11-16 21:48:41+00:00,W7VOA,"Reporters at the @WhiteHouse briefings are to continue wearing masks in line with @CDCgov recommendations as the #DC #COVID19 rate remains in the “substantial” range with 80.78 cases per 100,000 population, notes @whca President @stevenportnoy."
208,2021-11-16 21:15:53+00:00,cgtnamerica,"While new cases remain high, Bowser says the vaccine is working and preventing hospitalizations. Local businesses can still choose to require masks but it won’t be legally required. 

#COVID19 #DC #maskup #cgtnamerica"
209,2021-11-16 14:36:39+00:00,GauravNagaon,"New Guwahati DC orders to increase #COVID19 testing and vaccination in the city urgently.

Important meeting held today evening... *Guwahati has completed 22,08,438 doses of COVID vaccination so far. Out of this, 12,57,981 are first doses and 9,50,457 are second. 💉 @nhm_assam"
210,2021-11-16 08:18:46+00:00,pierre9747,"chiffres de la DRESS

#Covid_19 
#COVID19 
#passedelahonte 
#PassSanitaire 
#PassVaccinal 

Mortalité sur les 7 derniers jours d'octobre des vaccinés testés positifs au COVID : 0.7% (86 DC sur 17747 PCR+)

Pour les non vaccinés testés positifs au COVID : 0.6%  (77 DC sur 12962)"
